No.;Product_Category_1;Product_Category_2;Purchase
1;0,000358423;0,001150279;0,999999274
2;6,58E-05;0,000394737;0,99999992
3;0,008438325;0,006770237;0,999941478
4;0,011351158;0,013243018;0,999847875
5;0,001003889;0,00120816;0,999998766
6;6,57E-05;0,000131346;0,999999989
7;5,20E-05;0,000416341;0,999999912
8;6,31E-05;0,000946133;0,99999955
9;6,38E-05;0,001020017;0,999999478
10;0,001016388;0,001223203;0,999998735
11;0,000951653;0,002093637;0,999997356
12;0,002021724;0,002433104;0,999994996
13;0,001317303;0,001585348;0,999997876
14;6,38E-05;0,000127673;0,99999999
15;0,000929712;0,00148754;0,999998461
16;0,001923993;0,002404991;0,999995257
17;0,000153198;0,000229797;0,999999962
18;0,000564907;0,00158174;0,999998589
19;8,48E-05;0,001187648;0,999999291
20;5,10E-05;0,00025492;0,999999966
21;0,000582478;0,001630939;0,9999985
22;0,000810372;0,000975267;0,999999196
23;0,000821102;0,00098818;0,999999175
24;0,001337342;0,001609465;0,999997811
25;8,38E-05;0,000670747;0,999999772
26;0,000360101;0,000480134;0,99999982
27;0,001358923;0,001635437;0,999997739
28;0,00071705;0,00200774;0,999997727
29;0,00092747;0,001483952;0,999998469
30;0,000122309;0,000244618;0,999999963
31;0,000562682;0,001237901;0,999999075
32;0,001361699;0,001638778;0,99999773
33;0,000564716;0,001087399;0,999999249
34;0,000274073;0,00036543;0,999999896
35;0,000970495;0,001868754;0,999997783
36;0,000705317;0,001358136;0,999998829
37;0,000154931;0,000309861;0,99999994
38;0,000570125;0,0013683;0,999998901
39;6,57E-05;0,000723113;0,999999736
40;6,37E-05;0,000127348;0,99999999
41;0,001761667;0,001211504;0,999997714
42;5,27E-05;0,000791014;0,999999686
43;0,000573526;0,001032346;0,999999303
44;0,000121907;0,000243813;0,999999963
45;0,000474608;0,000791014;0,999999575
46;0,00079944;0,00096211;0,999999218
47;8,65E-05;0,000518941;0,999999862
48;0,00129638;0,002754808;0,999995365
49;5,17E-05;0,000103482;0,999999993
50;0,000996635;0,001619531;0,999998192
51;6,56E-05;0,000393546;0,99999992
52;0,000728331;0,00116533;0,999999056
53;0,001370092;0,002397662;0,999996187
54;6,28E-05;0,000942684;0,999999554
55;8,26E-05;0,000412984;0,999999911
56;0,001367985;0,00188098;0,999997295
57;5,09E-05;0,000407063;0,999999916
58;0,001342726;0,002685453;0,999995493
59;8,76E-05;0,001401663;0,999999014
60;0,000929367;0,001486987;0,999998463
61;0,001391203;0,002225924;0,999996555
62;0,001900681;0,002287431;0,999995578
63;0,000924726;0,001479561;0,999998478
64;0,001025245;0,001233862;0,999998713
65;8,73E-05;0,000174551;0,999999981
66;8,51E-05;0,00017014;0,999999982
67;0,00057458;0,001608823;0,999998541
68;6,30E-05;0,000378024;0,999999927
69;0,000580787;0,00174236;0,999998313
70;6,59E-05;0,000988663;0,999999509
71;0,002808937;0,005408799;0,999981427
72;0,000278966;0,000371955;0,999999892
73;0,001427544;0,002855089;0,999994905
74;5,14E-05;0,000102706;0,999999993
75;5,08E-05;0,000101667;0,999999994
76;5,18E-05;0,0007249;0,999999736
77;6,59E-05;0,000131735;0,999999989
78;0,000125117;0,000187676;0,999999975
79;0,000121551;0,000546979;0,999999843
80;0,000221386;0,000295181;0,999999932
81;0,005738639;0,007173298;0,999957805
82;0,000711237;0,000853485;0,999999383
83;0,000920809;0,001104971;0,999998966
84;0,000998625;0,001747594;0,999997974
85;0,001353174;0,002706348;0,999995422
86;0,000129099;0,001420086;0,999998983
87;5,12E-05;0,000493103;0,999999877
88;8,36E-05;0,000167238;0,999999983
89;5,22E-05;0,000104319;0,999999993
90;0,00056993;0,001253846;0,999999052
91;0,000272158;0,000453597;0,99999986
92;0,002363547;0,002068714;0,999995067
93;0,002358479;0,002064278;0,999995088
94;0,000361882;0,000482509;0,999999818
95;0,000713163;0,001996858;0,999997752
96;0,000237473;0,000474947;0,999999859
97;0,007147176;0,006255625;0,999954891
98;0,000981989;0,003927955;0,999991803
99;8,27E-05;0,000661212;0,999999778
100;0,000568375;0,0009094;0,999999425
101;0,000280873;0,000374497;0,99999989
102;0,001025507;0,001794638;0,999997864
103;6,44E-05;0,001031127;0,999999466
104;8,27E-05;0,000909241;0,999999583
105;0,000716742;0,001380136;0,999998791
106;0,000928676;0,001485882;0,999998465
107;0,000717051;0,00138073;0,99999879
108;0,000967488;0,002708967;0,999995863
109;0,001449682;0,00405911;0,999990711
110;0,000696669;0,001341484;0,999998858
111;0,00240699;0,002106738;0,999994884
112;0,000209118;0,000418235;0,999999891
113;6,34E-05;0,000126855;0,99999999
114;0,000707462;0,001886566;0,99999797
115;0,001800908;0,002619502;0,999994947
116;6,51E-05;0,000390778;0,999999922
117;8,32E-05;0,000499376;0,999999872
118;6,51E-05;0,000130115;0,999999989
119;5,20E-05;0,000103956;0,999999993
120;0,000123939;0,000495755;0,999999869
121;8,41E-05;0,000168251;0,999999982
122;0,000964688;0,002701127;0,999995887
123;0,022246417;0,027380206;0,999377517
124;0,000131562;0,000657808;0,999999775
125;0,003587387;0,004317349;0,999984245
126;0,00072046;0,001152737;0,999999076
127;6,34E-05;0,000380373;0,999999926
128;6,51E-05;0,0003255;0,999999945
129;6,34E-05;0,000126823;0,99999999
130;5,27E-05;0,000105407;0,999999993
131;0,002705581;0,005209781;0,999982769
132;0,001379685;0,002656677;0,999995519
133;0,000947865;0,001825179;0,999997885
134;0,000933529;0,002613881;0,999996148
135;0,00092404;0,002772119;0,999995731
136;0,000205465;0,000410931;0,999999894
137;0,001023802;0,001232125;0,999998717
138;0,0013119;0,0026238;0,999995697
139;0,00096246;0,002694888;0,999995906
140;0,000957851;0,002681981;0,999995945
141;0,000372833;0,00049711;0,999999807
142;0,001350617;0,002160987;0,999996753
143;0,000574977;0,000919963;0,999999412
144;0,000129366;0,001034928;0,999999456
145;0,000813338;0,000978836;0,99999919
146;0,000121212;0,000583505;0,999999822
147;0,000125762;0,00106898;0,999999421
148;0,017144056;0,021100377;0,999630359
149;0,000724217;0,001158747;0,999999066
150;0,000575373;0,001265822;0,999999033
151;0,000579777;0,000927643;0,999999402
152;0,002049163;0,003586035;0,999991471
153;5,24E-05;0,000786658;0,999999689
154;0,000125581;0,002009289;0,999997973
155;6,45E-05;0,000322352;0,999999946
156;8,43E-05;0,001349185;0,999999086
157;0,000821776;0,001746273;0,999998138
158;0,001920299;0,002311041;0,999995486
159;0,000721812;0,001389899;0,999998774
160;0,000581665;0,001628662;0,999998505
161;0,000952742;0,001524388;0,999998384
162;0,000283233;0,000377643;0,999999889
163;0,001435949;0,002765018;0,999995146
164;0,000700868;0,00112139;0,999999126
165;0,001018588;0,00122585;0,99999873
166;0,000862515;0,00055361;0,999999475
167;0,001317086;0,001585087;0,999997876
168;0,0013074;0,00157343;0,999997908
169;6,52E-05;0,0010435;0,999999453
170;0,001305264;0,002610529;0,999995741
171;0,000949666;0,001828646;0,999997877
172;0,001014196;0,001901618;0,999997678
173;0,001982642;0,002478302;0,999994964
174;0,000946968;0,001515149;0,999998404
175;0,001011505;0,001217326;0,999998747
176;0,004932029;0,006165036;0,999968833
177;0,001405478;0,001756847;0,999997469
178;0,001000748;0,002001496;0,999997496
179;0,002052851;0,002470565;0,999994841
180;0,000714693;0,001376191;0,999998798
181;0,000581868;0,001629231;0,999998504
182;0,000722856;0,001391908;0,99999877
183;0,00093826;0,001806684;0,999997928
184;0,001851223;0,001620298;0,999996974
185;0,000125826;0,000251651;0,99999996
186;0,000697835;0,001953939;0,999997848
187;0,000812511;0,001625023;0,99999835
188;0,000574646;0,00110652;0,999999223
189;0,000570971;0,001099444;0,999999233
190;0,001309541;0,001576006;0,999997901
191;0,001303141;0,001568304;0,999997921
192;0,001356619;0,001632664;0,999997747
193;0,002005003;0,002412981;0,999995079
194;0,001300174;0,002275305;0,999996566
195;0,000940023;0,002632063;0,999996094
196;0,000278629;0,000464382;0,999999853
197;0,001412422;0,002824845;0,999995013
198;0,000123977;0,000247954;0,999999962
199;6,32E-05;0,000948646;0,999999548
200;0,000717668;0,001381919;0,999998788
201;0,000722334;0,001155734;0,999999071
202;0,000579979;0,001116788;0,999999208
203;0,000711237;0,001369535;0,999998809
204;0,000697155;0,001342419;0,999998856
205;6,34E-05;0,000126831;0,99999999
206;0,000727695;0,001309852;0,999998877
207;0,000697252;0,001342606;0,999998856
208;0,000700377;0,001348624;0,999998845
209;0,000429975;0,000591391;0,999999733
210;0,000808569;0,00171821;0,999998197
211;0,001364623;0,002627674;0,999995617
212;0,001016646;0,001652049;0,999998119
213;0,000948654;0,000570843;0,999999387
214;0,000782702;0,000470983;0,999999583
215;8,68E-05;0,000694565;0,999999755
216;6,54E-05;0,000523389;0,999999861
217;6,44E-05;0,001030662;0,999999467
218;5,19E-05;0,000103745;0,999999993
219;6,47E-05;0,000388475;0,999999922
220;0,000995766;0,00174259;0,999997986
221;0,001283696;0,000772451;0,999998878
222;6,53E-05;0,000522227;0,999999862
223;0,001352491;0,001627696;0,999997761
224;0,001825717;0,002655588;0,999994807
225;5,15E-05;0,000102918;0,999999993
226;0,001327355;0,00248879;0,999996022
227;0,000710225;0,002130676;0,999997478
228;8,36E-05;0,000167154;0,999999983
229;6,46E-05;0,001034326;0,999999463
230;8,39E-05;0,001341718;0,999999096
231;0,001415425;0,001769281;0,999997433
232;0,001993511;0,002399151;0,999995135
233;0,001352719;0,001627971;0,99999776
234;0,000696766;0,001341671;0,999998857
235;0,000763322;0,000459321;0,999999603
236;5,24E-05;0,000104866;0,999999993
237;0,000696474;0,002368011;0,999996954
238;0,001000624;0,001204231;0,999998774
239;0,001939855;0,002334577;0,999995393
240;0,001029335;0,001238784;0,999998703
241;8,48E-05;0,001271293;0,999999188
242;0,000226398;0,000301864;0,999999929
243;0,001135072;0,00141884;0,999998349
244;6,31E-05;0,000946193;0,99999955
245;0,002893475;0,004629561;0,999985097
246;8,55E-05;0,001368339;0,99999906
247;0,001018847;0,001655626;0,99999811
248;0,006952927;0,006085607;0,99995731
249;0,000719423;0,002014384;0,999997712
250;0,008485841;0,009900148;0,999914985
251;0,003236969;0,002226073;0,999992283
252;0,001986081;0,003475642;0,999991988
253;0,001456871;0,002330994;0,999996222
254;0,001345891;0,002153425;0,999996776
255;0,001412426;0,001694911;0,999997566
256;0,000934228;0,002055301;0,999997451
257;0,002735182;0,005266779;0,99998239
258;0,000698421;0,001344857;0,999998852
259;0,001444704;0,00126449;0,999998157
260;0,002802651;0,004484242;0,999986018
261;0,000251382;0,002420265;0,99999704
262;0,001470979;0,001287486;0,999998089
263;0,000994653;0,001197045;0,999998789
264;0,000723379;0,001157406;0,999999069
265;0,002764313;0,003455391;0,999990209
266;0,003457785;0,002219401;0,999991559
267;5,17E-05;0,000413394;0,999999913
268;8,76E-05;0,001401049;0,999999015
269;0,001356619;0,001632664;0,999997747
270;0,00070942;0,001986375;0,999997776
271;6,34E-05;0,000950389;0,999999546
272;8,78E-05;0,0005265;0,999999858
273;0,000965246;0,002895739;0,999995341
274;6,43E-05;0,000128626;0,99999999
275;8,38E-05;0,001256807;0,999999207
276;0,000370782;0,00061797;0,99999974
277;0,000714183;0,001375208;0,999998799
278;0,002861994;0,005510965;0,999980719
279;0,000952016;0,002094435;0,999997354
280;0,000312159;0,000624317;0,999999756
281;6,47E-05;0,000387948;0,999999923
282;0,001028144;0,001237351;0,999998706
283;6,31E-05;0,000883336;0,999999608
284;8,75E-05;0,001399824;0,999999016
285;8,77E-05;0,001403015;0,999999012
286;8,44E-05;0,000168734;0,999999982
287;0,002766225;0,003457781;0,999990196
288;0,003547189;0,004192133;0,999984922
289;0,00135354;0,002606334;0,999995687
290;0,001352808;0,002604924;0,999995692
291;0,001396642;0,002689329;0,999995408
292;0,000809797;0,001720819;0,999998192
293;0,000278216;0,000370954;0,999999892
294;0,000224669;0,000299558;0,99999993
295;6,36E-05;0,001018135;0,99999948
296;8,72E-05;0,000174474;0,999999981
297;0,001030527;0,001803423;0,999997843
298;0,001361001;0,002722002;0,999995369
299;0,001368688;0,001647189;0,999997707
300;0,000868507;0,000926408;0,999999194
301;6,56E-05;0,001049593;0,999999447
302;5,25E-05;0,000314795;0,999999949
303;6,34E-05;0,000126807;0,99999999
304;0,000122564;0,001961021;0,99999807
305;0,004744264;0,002537612;0,999985526
306;0,000578903;0,001968272;0,999997895
307;5,19E-05;0,000727235;0,999999734
308;0,000798323;0,000898113;0,999999278
309;6,36E-05;0,001016906;0,999999481
310;5,09E-05;0,000559455;0,999999842
311;5,15E-05;0,000669551;0,999999775
312;0,001334217;0,002668434;0,99999555
313;8,38E-05;0,000502639;0,99999987
314;6,31E-05;0,000945835;0,999999551
315;8,53E-05;0,000426512;0,999999905
316;8,48E-05;0,000169592;0,999999982
317;0,000219154;0,00109577;0,999999376
318;0,000367963;0,000490617;0,999999812
319;5,22E-05;0,000104324;0,999999993
320;0,006752169;0,009207503;0,999934813
321;0,000721395;0,002164184;0,999997398
322;8,33E-05;0,000166611;0,999999983
323;0,006848936;0,007990425;0,999944621
324;0,000278655;0,00037154;0,999999892
325;0,000292269;0,000389693;0,999999881
326;0,000811688;0,00097685;0,999999193
327;0,000999999;0,001203479;0,999998776
328;0,000796971;0,000959139;0,999999222
329;0,000575705;0,000921128;0,99999941
330;0,001026166;0,00123497;0,999998711
331;0,000293055;0,000390739;0,999999881
332;0,001023017;0,00123118;0,999998719
333;0,000364144;0,000485525;0,999999816
334;0,001290736;0,001553375;0,999997961
335;0,000964318;0,00185686;0,999997811
336;0,00133779;0,001610003;0,999997809
337;8,80E-05;0,00131926;0,999999126
338;0,000813504;0,000979035;0,99999919
